timestamp,disk_rb,disk_rc,disk_rt,disk_wb,disk_wc,disk_wt,ram,usage
1668363708.034914,0.0,0.0,0.0,0.0,0.0,0.0,256487424,0.0
1668363708.2369664,0.0,0.0,0.0,0.0,0.0,0.0,256487424,0.0
1668363708.4392934,0.0,0.0,0.0,0.0,0.0,0.0,256487424,1.2
1668363708.6422498,0.0,0.0,0.0,0.0,0.0,0.0,256487424,0.0
1668363708.8457024,0.0,0.0,0.0,0.0,0.0,0.0,256487424,1.2
1668363709.049113,0.0,0.0,0.0,0.0,0.0,0.0,256487424,0.0
1668363709.2524798,0.0,0.0,0.0,0.0,0.0,0.0,256487424,0.0
1668363709.4558196,0.0,0.0,0.0,0.0,0.0,0.0,256487424,1.2
1668363709.6591723,0.0,0.0,0.0,201370.5631503129,9.833907170799586,9.83518696990801,256487424,0.0
1668363709.8624954,0.0,0.0,0.0,0.0,0.0,0.0,256487424,0.0
1668363710.0658138,0.0,0.0,0.0,0.0,0.0,0.0,256487424,1.2
1668363710.2691383,0.0,0.0,0.0,0.0,0.0,0.0,256487424,0.0
1668363710.4724562,0.0,0.0,0.0,0.0,0.0,0.0,256487424,1.2
1668363710.675783,0.0,0.0,0.0,0.0,0.0,0.0,256479232,0.0
1668363710.8791237,0.0,0.0,0.0,0.0,0.0,0.0,256479232,1.2
1668363711.0824673,0.0,0.0,0.0,0.0,0.0,0.0,256479232,0.0
1668363711.285791,0.0,0.0,0.0,0.0,0.0,0.0,256479232,0.0
1668363711.489131,0.0,0.0,0.0,0.0,0.0,0.0,256479232,1.2
1668363711.6924498,0.0,0.0,0.0,0.0,0.0,0.0,256479232,0.0
1668363711.8957863,0.0,0.0,0.0,0.0,0.0,0.0,256479232,0.0
1668363712.0991144,0.0,0.0,0.0,0.0,0.0,0.0,256479232,0.0
1668363712.302451,0.0,0.0,0.0,0.0,0.0,0.0,256479232,1.2
1668363712.505786,0.0,0.0,0.0,0.0,0.0,0.0,256479232,1.2
1668363712.7091231,0.0,0.0,0.0,0.0,0.0,0.0,256479232,0.0
1668363712.9124622,0.0,0.0,0.0,0.0,0.0,0.0,256479232,0.0
1668363713.1157873,0.0,0.0,0.0,0.0,0.0,0.0,256479232,0.0
1668363713.319113,0.0,0.0,0.0,0.0,0.0,0.0,256479232,1.2
