timestamp,disk_rb,disk_rc,disk_rt,disk_wb,disk_wc,disk_wt,ram,usage
1668366738.389572,0.0,0.0,0.0,0.0,0.0,0.0,317521920,0.0
1668366738.5915627,0.0,0.0,0.0,0.0,0.0,0.0,317521920,0.0
1668366738.793976,0.0,0.0,0.0,0.0,0.0,0.0,317521920,0.0
1668366738.997046,0.0,0.0,0.0,0.0,0.0,0.0,317521920,1.2
1668366739.200878,0.0,0.0,0.0,0.0,0.0,0.0,317521920,1.2
1668366739.4047465,0.0,0.0,0.0,0.0,0.0,0.0,317751296,1.2
1668366739.6085048,0.0,0.0,0.0,0.0,0.0,0.0,317751296,1.2
1668366739.8122804,0.0,0.0,0.0,0.0,0.0,0.0,317751296,1.2
1668366740.0160644,0.0,0.0,0.0,0.0,0.0,0.0,317751296,2.4
1668366740.2199132,0.0,0.0,0.0,0.0,0.0,0.0,317751296,0.0
1668366740.4236877,0.0,0.0,0.0,0.0,0.0,0.0,317751296,1.2
1668366740.6274738,0.0,0.0,0.0,0.0,0.0,0.0,317751296,1.2
1668366740.8312473,0.0,0.0,0.0,401933.15842791,9.81398075017461,29.442458929319354,317751296,0.0
1668366741.0350077,0.0,0.0,0.0,0.0,0.0,0.0,317751296,1.2
1668366741.2387238,0.0,0.0,0.0,0.0,0.0,0.0,317751296,2.4
1668366741.4424245,0.0,0.0,0.0,0.0,0.0,0.0,317751296,1.2
1668366741.6461387,0.0,0.0,0.0,0.0,0.0,0.0,317743104,3.6
1668366741.8499503,0.0,0.0,0.0,0.0,0.0,0.0,317743104,0.0
1668366742.0522907,0.0,0.0,0.0,0.0,0.0,0.0,325705728,22.2
1668366742.2548604,0.0,0.0,0.0,0.0,0.0,0.0,326422528,73.1
1668366742.4587796,0.0,0.0,0.0,0.0,0.0,0.0,328110080,32.9
1668366742.6626062,0.0,0.0,0.0,5084174.928035616,877.8285406947514,107.93396325729485,327979008,1.2
1668366742.8663282,0.0,0.0,0.0,0.0,0.0,0.0,327979008,1.2
1668366743.0700805,0.0,0.0,0.0,0.0,0.0,0.0,327979008,0.0
1668366743.2737825,0.0,0.0,0.0,0.0,0.0,0.0,327979008,0.0
1668366743.477528,0.0,0.0,0.0,0.0,0.0,0.0,327979008,0.0
1668366743.6812356,0.0,0.0,0.0,0.0,0.0,0.0,327979008,2.4
1668366743.8850603,0.0,0.0,0.0,0.0,0.0,0.0,327979008,0.0
1668366744.088811,0.0,0.0,0.0,0.0,0.0,0.0,328208384,2.4
